T_years,Model_1a_Rocket_Cost,Model_1b_Rocket_Cost,Elevator_Cost,Model_1a_Total,Model_1b_Total
3675,129810885001719.36,6194751167063385.0,31344897628.386482,129842229899347.75,6194782511961013.0
3676,129766009904730.28,6193007265956003.0,31344897628.386482,129797354802358.67,6193038610853631.0
3677,129721165317144.08,6191264789626062.0,31344897628.386482,129752510214772.47,6191296134523690.0
3678,129676351208271.88,6189523736392851.0,31344897628.386482,129707696105900.27,6189555081290479.0
3679,129631567547465.3,6187784104578243.0,31344897628.386482,129662912445093.69,6187815449475871.0
3680,129586814304116.83,6186045892506660.0,31344897628.386482,129618159201745.22,6186077237404288.0
3681,129542091447659.22,6184309098505094.0,31344897628.386482,129573436345287.61,6184340443402722.0
3682,129497398947566.02,6182573720903086.0,31344897628.386482,129528743845194.4,6182605065800714.0
3683,129452736773350.98,6180839758032730.0,31344897628.386482,129484081670979.38,6180871102930358.0
3684,129408104894568.33,6179107208228664.0,31344897628.386482,129439449792196.72,6179138553126292.0
3685,129363503280812.44,6177376069828054.0,31344897628.386482,129394848178440.83,6177407414725682.0
3686,129318931901718.06,6175646341170618.0,31344897628.386482,129350276799346.45,6175677686068246.0
3687,129274390726960.02,6173918020598596.0,31344897628.386482,129305735624588.4,6173949365496224.0
3688,129229879726253.31,6172191106456747.0,31344897628.386482,129261224623881.7,6172222451354375.0
3689,129185398869352.81,6170465597092364.0,31344897628.386482,129216743766981.2,6170496941989992.0
3690,129140948126053.48,6168741490855248.0,31344897628.386482,129172293023681.88,6168772835752876.0
3691,129096527466190.16,6167018786097709.0,31344897628.386482,129127872363818.55,6167050130995337.0
3692,129052136859637.48,6165297481174573.0,31344897628.386482,129083481757265.88,6165328826072201.0
3693,129007776276309.9,6163577574443155.0,31344897628.386482,129039121173938.3,6163608919340783.0
3694,128963445686161.42,6161859064263280.0,31344897628.386482,128994790583789.81,6161890409160908.0
3695,128919145059185.95,6160141948997263.0,31344897628.386482,128950489956814.34,6160173293894891.0
3696,128874874365416.72,6158426227009898.0,31344897628.386482,128906219263045.11,6158457571907526.0
3697,128830633574926.52,6156711896668469.0,31344897628.386482,128861978472554.9,6156743241566097.0
3698,128786422657827.64,6154998956342743.0,31344897628.386482,128817767555456.03,6155030301240371.0
3699,128742241584271.83,6153287404404957.0,31344897628.386482,128773586481900.22,6153318749302585.0
3700,128698090324449.9,6151577239229818.0,31344897628.386482,128729435222078.3,6151608584127446.0
3701,128653968848592.14,6149868459194489.0,31344897628.386482,128685313746220.53,6149899804092117.0
3702,128609877126967.92,6148161062678614.0,31344897628.386482,128641222024596.31,6148192407576242.0
3703,128565815129885.77,6146455048064278.0,31344897628.386482,128597160027514.16,6146486392961906.0
3704,128521782827693.22,6144750413736016.0,31344897628.386482,128553127725321.61,6144781758633644.0
3705,128477780190776.88,6143047158080823.0,31344897628.386482,128509125088405.27,6143078502978451.0
3706,128433807189562.19,6141345279488116.0,31344897628.386482,128465152087190.58,6141376624385744.0
3707,128389863794513.52,6139644776349773.0,31344897628.386482,128421208692141.9,6139676121247401.0
3708,128345949976134.1,6137945647060093.0,31344897628.386482,128377294873762.48,6137976991957721.0
3709,128302065704965.73,6136247890015797.0,31344897628.386482,128333410602594.12,6136279234913425.0
3710,128258210951589.06,6134551503616045.0,31344897628.386482,128289555849217.45,6134582848513673.0
3711,128214385686623.27,6132856486262414.0,31344897628.386482,128245730584251.66,6132887831160042.0
3712,128170589880726.11,6131162836358877.0,31344897628.386482,128201934778354.5,6131194181256505.0
3713,128126823504593.81,6129470552311849.0,31344897628.386482,128158168402222.2,6129501897209477.0
3714,128083086528961.05,6127779632530131.0,31344897628.386482,128114431426589.44,6127810977427759.0
3715,128039378924600.83,6126090075424931.0,31344897628.386482,128070723822229.22,6126121420322559.0
3716,127995700662324.47,6124401879409853.0,31344897628.386482,128027045559952.86,6124433224307481.0
3717,127952051712981.56,6122715042900898.0,31344897628.386482,127983396610609.95,6122746387798526.0
3718,127908432047459.86,6121029564316454.0,31344897628.386482,127939776945088.25,6121060909214082.0
3719,127864841636685.22,6119345442077285.0,31344897628.386482,127896186534313.61,6119376786974913.0
3720,127821280451621.53,6117662674606557.0,31344897628.386482,127852625349249.92,6117694019504185.0
3721,127777748463270.77,6115981260329784.0,31344897628.386482,127809093360899.16,6116012605227412.0
3722,127734245642672.7,6114301197674879.0,31344897628.386482,127765590540301.1,6114332542572507.0
3723,127690771960905.11,6112622485072092.0,31344897628.386482,127722116858533.5,6112653829969720.0
3724,127647327389083.42,6110945120954057.0,31344897628.386482,127678672286711.81,6110976465851685.0
3725,127603911898360.95,6109269103755766.0,31344897628.386482,127635256795989.34,6109300448653394.0
3726,127560525459928.67,6107594431914553.0,31344897628.386482,127591870357557.06,6107625776812181.0
3727,127517168045015.11,6105921103870107.0,31344897628.386482,127548512942643.5,6105952448767735.0
3728,127473839624886.5,6104249118064469.0,31344897628.386482,127505184522514.89,6104280462962097.0
3729,127430540170846.34,6102578472942007.0,31344897628.386482,127461885068474.73,6102609817839635.0
3730,127387269654235.88,6100909166949439.0,31344897628.386482,127418614551864.27,6100940511847067.0
3731,127344028046433.48,6099241198535807.0,31344897628.386482,127375372944061.88,6099272543433435.0
3732,127300815318854.94,6097574566152479.0,31344897628.386482,127332160216483.33,6097605911050107.0
3733,127257631442953.34,6095909268253160.0,31344897628.386482,127288976340581.73,6095940613150788.0
3734,127214476390218.9,6094245303293861.0,31344897628.386482,127245821287847.3,6094276648191489.0
3735,127171350132179.12,6092582669732911.0,31344897628.386482,127202695029807.52,6092614014630539.0
3736,127128252640398.38,6090921366030955.0,31344897628.386482,127159597538026.77,6090952710928583.0
3737,127085183886478.16,6089261390650940.0,31344897628.386482,127116528784106.55,6089292735548568.0
3738,127042143842056.98,6087602742058116.0,31344897628.386482,127073488739685.38,6087634086955744.0
3739,126999132478810.23,6085945418720036.0,31344897628.386482,127030477376438.62,6085976763617664.0
3740,126956149768450.06,6084289419106541.0,31344897628.386482,126987494666078.45,6084320764004169.0
3741,126913195682725.5,6082634741689765.0,31344897628.386482,126944540580353.89,6082666086587393.0
3742,126870270193422.25,6080981384944123.0,31344897628.386482,126901615091050.64,6081012729841751.0
3743,126827373272362.73,6079329347346322.0,31344897628.386482,126858718169991.12,6079360692243950.0
3744,126784504891405.84,6077678627375339.0,31344897628.386482,126815849789034.23,6077709972272967.0
3745,126741665022447.23,6076029223512419.0,31344897628.386482,126773009920075.62,6076060568410047.0
3746,126698853637418.81,6074381134241086.0,31344897628.386482,126730198535047.2,6074412479138714.0
3747,126656070708289.14,6072734358047129.0,31344897628.386482,126687415605917.53,6072765702944757.0
3748,126613316207063.02,6071088893418587.0,31344897628.386482,126644661104691.4,6071120238316215.0
3749,126570590105781.56,6069444738845768.0,31344897628.386482,126601935003409.95,6069476083743396.0
3750,126527892376522.2,6067801892821225.0,31344897628.386482,126559237274150.6,6067833237718853.0
3751,126485222991398.5,6066160353839756.0,31344897628.386482,126516567889026.89,6066191698737384.0
3752,126442581922560.22,6064520120398421.0,31344897628.386482,126473926820188.61,6064551465296049.0
3753,126399969142193.14,6062881190996498.0,31344897628.386482,126431314039821.53,6062912535894126.0
3754,126357384622519.1,6061243564135509.0,31344897628.386482,126388729520147.48,6061274909033137.0
3755,126314828335795.95,6059607238319222.0,31344897628.386482,126346173233424.34,6059638583216850.0
3756,126272300254317.34,6057972212053610.0,31344897628.386482,126303645151945.73,6058003556951238.0
3757,126229800350412.89,6056338483846881.0,31344897628.386482,126261145248041.28,6056369828744509.0
3758,126187328596447.92,6054706052209474.0,31344897628.386482,126218673494076.31,6054737397107102.0
3759,126144884964823.5,6053074915654021.0,31344897628.386482,126176229862451.89,6053106260551649.0
3760,126102469427976.42,6051445072695383.0,31344897628.386482,126133814325604.81,6051476417593011.0
3761,126060081958379.03,6049816521850623.0,31344897628.386482,126091426856007.42,6049847866748251.0
3762,126017722528539.31,6048189261639011.0,31344897628.386482,126049067426167.7,6048220606536639.0
3763,125975391111000.78,6046563290582009.0,31344897628.386482,126006736008629.17,6046594635479637.0
3764,125933087678342.22,6044938607203279.0,31344897628.386482,125964432575970.61,6044969952100907.0
3765,125890812203178.02,6043315210028681.0,31344897628.386482,125922157100806.4,6043346554926309.0
3766,125848564658157.75,6041693097586261.0,31344897628.386482,125879909555786.14,6041724442483889.0
3767,125806345015966.42,6040072268406231.0,31344897628.386482,125837689913594.81,6040103613303859.0
3768,125764153249324.11,6038452721021009.0,31344897628.386482,125795498146952.5,6038484065918637.0
3769,125721989330986.12,6036834453965178.0,31344897628.386482,125753334228614.52,6036865798862806.0
3770,125679853233742.86,6035217465775485.0,31344897628.386482,125711198131371.25,6035248810673113.0
3771,125637744930419.92,6033601754990858.0,31344897628.386482,125669089828048.31,6033633099888486.0
3772,125595664393877.64,6031987320152381.0,31344897628.386482,125627009291506.03,6032018665050009.0
3773,125553611597011.5,6030374159803299.0,31344897628.386482,125584956494639.89,6030405504700927.0
3774,125511586512751.84,6028762272489018.0,31344897628.386482,125542931410380.23,6028793617386646.0
3775,125469589114063.81,6027151656757093.0,31344897628.386482,125500934011692.2,6027183001654721.0
3776,125427619373947.23,6025542311157228.0,31344897628.386482,125458964271575.62,6025573656054856.0
3777,125385677265436.83,6023934234241272.0,31344897628.386482,125417022163065.22,6023965579138900.0
3778,125343762761601.86,6022327424563210.0,31344897628.386482,125375107659230.25,6022358769460838.0
3779,125301875835546.33,6020721880679177.0,31344897628.386482,125333220733174.72,6020753225576805.0
3780,125260016460408.61,6019117601147427.0,31344897628.386482,125291361358037.0,6019148946045055.0
3781,125218184609361.77,6017514584528345.0,31344897628.386482,125249529506990.16,6017545929425973.0
3782,125176380255613.12,6015912829384452.0,31344897628.386482,125207725153241.52,6015944174282080.0
3783,125134603372404.61,6014312334280378.0,31344897628.386482,125165948270033.0,6014343679178006.0
3784,125092853933012.33,6012713097782879.0,31344897628.386482,125124198830640.72,6012744442680507.0
3785,125051131910746.7,6011115118460822.0,31344897628.386482,125082476808375.1,6011146463358450.0
3786,125009437278952.39,6009518394885180.0,31344897628.386482,125040782176580.78,6009549739782808.0
3787,124967770011008.2,6007922925629041.0,31344897628.386482,124999114908636.6,6007954270526669.0
3788,124926130080327.22,6006328709267591.0,31344897628.386482,124957474977955.61,6006360054165219.0
3789,124884517460356.3,6004735744378106.0,31344897628.386482,124915862357984.69,6004767089275734.0
3790,124842932124576.62,6003144029539970.0,31344897628.386482,124874277022205.02,6003175374437598.0
3791,124801374046503.05,6001553563334659.0,31344897628.386482,124832718944131.44,6001584908232287.0
3792,124759843199684.55,5999964344345724.0,31344897628.386482,124791188097312.94,5999995689243352.0
3793,124718339557703.84,5998376371158806.0,31344897628.386482,124749684455332.23,5998407716056434.0
3794,124676863094177.52,5996789642361628.0,31344897628.386482,124708207991805.9,5996820987259256.0
3795,124635413782755.75,5995204156543986.0,31344897628.386482,124666758680384.14,5995235501441614.0
3796,124593991597122.6,5993619912297755.0,31344897628.386482,124625336494750.98,5993651257195383.0
3797,124552596510995.66,5992036908216859.0,31344897628.386482,124583941408624.05,5992068253114487.0
3798,124511228498126.06,5990455142897315.0,31344897628.386482,124542573395754.45,5990486487794943.0
3799,124469887532298.62,5988874614937185.0,31344897628.386482,124501232429927.02,5988905959834813.0
3800,124428573587331.44,5987295322936588.0,31344897628.386482,124459918484959.83,5987326667834216.0
3801,124387286637076.19,5985717265497695.0,31344897628.386482,124418631534704.58,5985748610395323.0
3802,124346026655417.81,5984140441224736.0,31344897628.386482,124377371553046.2,5984171786122364.0
3803,124304793616274.67,5982564848723987.0,31344897628.386482,124336138513903.06,5982596193621615.0
3804,124263587493598.27,5980990486603757.0,31344897628.386482,124294932391226.66,5981021831501385.0
3805,124222408261373.47,5979417353474403.0,31344897628.386482,124253753159001.86,5979448698372031.0
3806,124181255893618.17,5977845447948313.0,31344897628.386482,124212600791246.56,5977876792845941.0
3807,124140130364383.42,5976274768639910.0,31344897628.386482,124171475262011.81,5976306113537538.0
3808,124099031647753.36,5974705314165644.0,31344897628.386482,124130376545381.75,5974736659063272.0
3809,124057959717845.06,5973137083143987.0,31344897628.386482,124089304615473.45,5973168428041615.0
3810,124016914548808.62,5971570074195434.0,31344897628.386482,124048259446437.02,5971601419093062.0
3811,123975896114826.95,5970004285942502.0,31344897628.386482,124007241012455.34,5970035630840130.0
3812,123934904390115.89,5968439717009709.0,31344897628.386482,123966249287744.28,5968471061907337.0
3813,123893939348924.1,5966876366023597.0,31344897628.386482,123925284246552.48,5966907710921225.0
3814,123853000965532.84,5965314231612710.0,31344897628.386482,123884345863161.23,5965345576510338.0
3815,123812089214256.19,5963753312407592.0,31344897628.386482,123843434111884.58,5963784657305220.0
3816,123771204069440.84,5962193607040785.0,31344897628.386482,123802548967069.23,5962224951938413.0
3817,123730345505466.05,5960635114146834.0,31344897628.386482,123761690403094.44,5960666459044462.0
3818,123689513496743.64,5959077832362270.0,31344897628.386482,123720858394372.03,5959109177259898.0
3819,123648708017717.9,5957521760325614.0,31344897628.386482,123680052915346.3,5957553105223242.0
3820,123607929042865.55,5955966896677378.0,31344897628.386482,123639273940493.94,5955998241575006.0
3821,123567176546695.78,5954413240060047.0,31344897628.386482,123598521444324.17,5954444584957675.0
3822,123526450503749.97,5952860789118085.0,31344897628.386482,123557795401378.36,5952892134015713.0
3823,123485750888601.89,5951309542497938.0,31344897628.386482,123517095786230.28,5951340887395566.0
3824,123445077675857.55,5949759498848015.0,31344897628.386482,123476422573485.94,5949790843745643.0
3825,123404430840155.0,5948210656818696.0,31344897628.386482,123435775737783.39,5948242001716324.0
3826,123363810356164.64,5946663015062327.0,31344897628.386482,123395155253793.03,5946694359959955.0
3827,123323216198588.8,5945116572233212.0,31344897628.386482,123354561096217.19,5945147917130840.0
3828,123282648342161.8,5943571326987610.0,31344897628.386482,123313993239790.19,5943602671885238.0
3829,123242106761650.12,5942027277983733.0,31344897628.386482,123273451659278.52,5942058622881361.0
3830,123201591431852.02,5940484423881753.0,31344897628.386482,123232936329480.4,5940515768779381.0
3831,123161102327597.72,5938942763343777.0,31344897628.386482,123192447225226.11,5938974108241405.0
3832,123120639423749.22,5937402295033863.0,31344897628.386482,123151984321377.61,5937433639931491.0
3833,123080202695200.34,5935863017618001.0,31344897628.386482,123111547592828.73,5935894362515629.0
3834,123039792116876.61,5934324929764125.0,31344897628.386482,123071137014505.0,5934356274661753.0
3835,122999407663735.25,5932788030142099.0,31344897628.386482,123030752561363.64,5932819375039727.0
3836,122959049310765.06,5931252317423708.0,31344897628.386482,122990394208393.45,5931283662321336.0
3837,122918717032986.53,5929717790282677.0,31344897628.386482,122950061930614.92,5929749135180305.0
3838,122878410805451.61,5928184447394649.0,31344897628.386482,122909755703080.0,5928215792292277.0
3839,122838130603243.69,5926652287437183.0,31344897628.386482,122869475500872.08,5926683632334811.0
3840,122797876401477.7,5925121309089753.0,31344897628.386482,122829221299106.1,5925152653987381.0
3841,122757648175299.97,5923591511033752.0,31344897628.386482,122788993072928.36,5923622855931380.0
3842,122717445899887.95,5922062891952469.0,31344897628.386482,122748790797516.34,5922094236850097.0
3843,122677269550450.69,5920535450531112.0,31344897628.386482,122708614448079.08,5920566795428740.0
3844,122637119102228.19,5919009185456791.0,31344897628.386482,122668463999856.58,5919040530354419.0
3845,122596994530491.8,5917484095418503.0,31344897628.386482,122628339428120.19,5917515440316131.0
3846,122556895810544.03,5915960179107149.0,31344897628.386482,122588240708172.42,5915991524004777.0
3847,122516822917718.44,5914437435215524.0,31344897628.386482,122548167815346.83,5914468780113152.0
3848,122476775827379.53,5912915862438305.0,31344897628.386482,122508120725007.92,5912947207335933.0
3849,122436754514922.97,5911395459472060.0,31344897628.386482,122468099412551.36,5911426804369688.0
3850,122396758955775.28,5909876225015233.0,31344897628.386482,122428103853403.67,5909907569912861.0
3851,122356789125393.92,5908358157768157.0,31344897628.386482,122388134023022.31,5908389502665785.0
3852,122316844999267.14,5906841256433029.0,31344897628.386482,122348189896895.53,5906872601330657.0
3853,122276926552914.05,5905325519713925.0,31344897628.386482,122308271450542.44,5905356864611553.0
3854,122237033761884.5,5903810946316791.0,31344897628.386482,122268378659512.89,5903842291214419.0
3855,122197166601759.08,5902297534949430.0,31344897628.386482,122228511499387.47,5902328879847058.0
3856,122157325048148.9,5900785284321519.0,31344897628.386482,122188669945777.3,5900816629219147.0
3857,122117509076695.89,5899274193144586.0,31344897628.386482,122148853974324.28,5899305538042214.0
3858,122077718663072.47,5897764260132018.0,31344897628.386482,122109063560700.86,5897795605029646.0
3859,122037953782981.44,5896255483999049.0,31344897628.386482,122069298680609.83,5896286828896677.0
3860,121998214412156.22,5894747863462769.0,31344897628.386482,122029559309784.61,5894779208360397.0
3861,121958500526360.64,5893241397242114.0,31344897628.386482,121989845423989.03,5893272742139742.0
3862,121918812101388.81,5891736084057854.0,31344897628.386482,121950156999017.2,5891767428955482.0
3863,121879149113065.3,5890231922632611.0,31344897628.386482,121910494010693.69,5890263267530239.0
3864,121839511537244.86,5888728911690828.0,31344897628.386482,121870856434873.25,5888760256588456.0
3865,121799899349812.53,5887227049958803.0,31344897628.386482,121831244247440.92,5887258394856431.0
3866,121760312526683.47,5885726336164637.0,31344897628.386482,121791657424311.86,5885757681062265.0
3867,121720751043803.06,5884226769038274.0,31344897628.386482,121752095941431.45,5884258113935902.0
3868,121681214877146.72,5882728347311486.0,31344897628.386482,121712559774775.11,5882759692209114.0
3869,121641704002719.92,5881231069717851.0,31344897628.386482,121673048900348.31,5881262414615479.0
3870,121602218396558.16,5879734934992771.0,31344897628.386482,121633563294186.55,5879766279890399.0
3871,121562758034726.89,5878239941873461.0,31344897628.386482,121594102932355.28,5878271286771089.0
3872,121523322893321.42,5876746089098946.0,31344897628.386482,121554667790949.81,5876777433996574.0
3873,121483912948467.02,5875253375410059.0,31344897628.386482,121515257846095.4,5875284720307687.0
3874,121444528176318.56,5873761799549440.0,31344897628.386482,121475873073946.95,5873793144447068.0
3875,121405168553061.0,5872271360261524.0,31344897628.386482,121436513450689.39,5872302705159152.0
3876,121365834054908.81,5870782056292550.0,31344897628.386482,121397178952537.2,5870813401190178.0
3877,121326524658106.11,5869293886390543.0,31344897628.386482,121357869555734.5,5869325231288171.0
3878,121287240338926.73,5867806849305336.0,31344897628.386482,121318585236555.12,5867838194202964.0
3879,121247981073674.14,5866320943788525.0,31344897628.386482,121279325971302.53,5866352288686153.0
3880,121208746838681.23,5864836168593518.0,31344897628.386482,121240091736309.62,5864867513491146.0
3881,121169537610310.44,5863352522475493.0,31344897628.386482,121200882507938.83,5863383867373121.0
3882,121130353364953.66,5861870004191400.0,31344897628.386482,121161698262582.05,5861901349089028.0
3883,121091194079032.19,5860388612499978.0,31344897628.386482,121122538976660.58,5860419957397606.0
3884,121052059728996.62,5858908346161731.0,31344897628.386482,121083404626625.02,5858939691059359.0
3885,121012950291327.0,5857429203938938.0,31344897628.386482,121044295188955.39,5857460548836566.0
3886,120973865742532.45,5855951184595644.0,31344897628.386482,121005210640160.84,5855982529493272.0
3887,120934806059151.52,5854474286897650.0,31344897628.386482,120966150956779.9,5854505631795278.0
3888,120895771217751.72,5852998509612520.0,31344897628.386482,120927116115380.11,5853029854510148.0
3889,120856761194929.88,5851523851509587.0,31344897628.386482,120888106092558.27,5851555196407215.0
3890,120817775967311.83,5850050311359929.0,31344897628.386482,120849120864940.22,5850081656257557.0
3891,120778815511552.42,5848577887936370.0,31344897628.386482,120810160409180.81,5848609232833998.0
3892,120739879804335.53,5847106580013492.0,31344897628.386482,120771224701963.92,5847137924911120.0
3893,120700968822374.1,5845636386367619.0,31344897628.386482,120732313720002.48,5845667731265247.0
3894,120662082542409.7,5844167305776813.0,31344897628.386482,120693427440038.1,5844198650674441.0
3895,120623220941213.08,5842699337020886.0,31344897628.386482,120654565838841.47,5842730681918514.0
3896,120584383995583.58,5841232478881374.0,31344897628.386482,120615728893211.97,5841263823779002.0
3897,120545571682349.4,5839766730141555.0,31344897628.386482,120576916579977.8,5839798075039183.0
3898,120506783978367.52,5838302089586425.0,31344897628.386482,120538128875995.9,5838333434484053.0
3899,120468020860523.55,5836838556002726.0,31344897628.386482,120499365758151.94,5836869900900354.0
3900,120429282305731.7,5835376128178903.0,31344897628.386482,120460627203360.1,5835407473076531.0
3901,120390568290934.89,5833914804905144.0,31344897628.386482,120421913188563.28,5833946149802772.0
3902,120351878793104.47,5832454584973336.0,31344897628.386482,120383223690732.86,5832485929870964.0
3903,120313213789240.47,5830995467177092.0,31344897628.386482,120344558686868.86,5831026812074720.0
3904,120274573256371.17,5829537450311732.0,31344897628.386482,120305918153999.56,5829568795209360.0
3905,120235957171553.44,5828080533174285.0,31344897628.386482,120267302069181.83,5828111878071913.0
3906,120197365511872.48,5826624714563491.0,31344897628.386482,120228710409500.88,5826656059461119.0
3907,120158798254441.78,5825169993279784.0,31344897628.386482,120190143152070.17,5825201338177412.0
3908,120120255376403.27,5823716368125319.0,31344897628.386482,120151600274031.66,5823747713022947.0
3909,120081736854926.9,5822263837903921.0,31344897628.386482,120113081752555.3,5822295182801549.0
3910,120043242667211.03,5820812401421128.0,31344897628.386482,120074587564839.42,5820843746318756.0
3911,120004772790482.1,5819362057484157.0,31344897628.386482,120036117688110.48,5819393402381785.0
3912,119966327201994.67,5817912804901935.0,31344897628.386482,119997672099623.06,5817944149799563.0
3913,119927905879031.38,5816464642485045.0,31344897628.386482,119959250776659.77,5816495987382673.0
3914,119889508798902.88,5815017569045773.0,31344897628.386482,119920853696531.27,5815048913943401.0
3915,119851135938947.89,5813571583398078.0,31344897628.386482,119882480836576.28,5813602928295706.0
3916,119812787276533.02,5812126684357601.0,31344897628.386482,119844132174161.4,5812158029255229.0
3917,119774462789052.81,5810682870741643.0,31344897628.386482,119805807686681.2,5810714215639271.0
3918,119736162453929.66,5809240141369202.0,31344897628.386482,119767507351558.05,5809271486266830.0
3919,119697886248613.73,5807798495060916.0,31344897628.386482,119729231146242.12,5807829839958544.0
3920,119659634150582.98,5806357930639102.0,31344897628.386482,119690979048211.38,5806389275536730.0
3921,119621406137343.3,5804918446927741.0,31344897628.386482,119652751034971.69,5804949791825369.0
3922,119583202186427.9,5803480042752465.0,31344897628.386482,119614547084056.3,5803511387650093.0
3923,119545022275397.98,5802042716940574.0,31344897628.386482,119576367173026.38,5802074061838202.0
3924,119506866381842.25,5800606468321021.0,31344897628.386482,119538211279470.64,5800637813218649.0
3925,119468734483376.88,5799171295724387.0,31344897628.386482,119500079381005.27,5799202640622015.0
3926,119430626557645.64,5797737197982933.0,31344897628.386482,119461971455274.03,5797768542880561.0
3927,119392542582319.81,5796304173930551.0,31344897628.386482,119423887479948.2,5796335518828179.0
3928,119354482535098.16,5794872222402768.0,31344897628.386482,119385827432726.55,5794903567300396.0
3929,119316446393706.69,5793441342236767.0,31344897628.386482,119347791291335.08,5793472687134395.0
3930,119278434135898.88,5792011532271353.0,31344897628.386482,119309779033527.27,5792042877168981.0
3931,119240445739455.53,5790582791346971.0,31344897628.386482,119271790637083.92,5790614136244599.0
3932,119202481182184.66,5789155118305698.0,31344897628.386482,119233826079813.05,5789186463203326.0
3933,119164540441921.62,5787728511991237.0,31344897628.386482,119195885339550.02,5787759856888865.0
3934,119126623496528.78,5786302971248919.0,31344897628.386482,119157968394157.17,5786334316146547.0
3935,119088730323895.8,5784878494925697.0,31344897628.386482,119120075221524.19,5784909839823325.0
3936,119050860901939.48,5783455081870147.0,31344897628.386482,119082205799567.88,5783486426767775.0
3937,119013015208603.56,5782032730932452.0,31344897628.386482,119044360106231.95,5782064075830080.0
3938,118975193221858.88,5780611440964413.0,31344897628.386482,119006538119487.27,5780642785862041.0
3939,118937394919703.28,5779191210819460.0,31344897628.386482,118968739817331.67,5779222555717088.0
3940,118899620280161.45,5777772039352604.0,31344897628.386482,118930965177789.84,5777803384250232.0
3941,118861869281285.16,5776353925420482.0,31344897628.386482,118893214178913.55,5776385270318110.0
3942,118824141901152.88,5774936867881328.0,31344897628.386482,118855486798781.27,5774968212778956.0
3943,118786438117869.9,5773520865594969.0,31344897628.386482,118817783015498.3,5773552210492597.0
3944,118748757909568.52,5772105917422846.0,31344897628.386482,118780102807196.9,5772137262320474.0
3945,118711101254407.45,5770692022227978.0,31344897628.386482,118742446152035.84,5770723367125606.0
3946,118673468130572.38,5769279178874992.0,31344897628.386482,118704813028200.77,5769310523772620.0
3947,118635858516275.5,5767867386230095.0,31344897628.386482,118667203413903.89,5767898731127723.0
3948,118598272389755.67,5766456643161084.0,31344897628.386482,118629617287384.06,5766487988058712.0
3949,118560709729278.28,5765046948537335.0,31344897628.386482,118592054626906.67,5765078293434963.0
3950,118523170513135.38,5763638301229811.0,31344897628.386482,118554515410763.77,5763669646127439.0
3951,118485654719645.42,5762230700111053.0,31344897628.386482,118516999617273.81,5762262045008681.0
3952,118448162327153.39,5760824144055179.0,31344897628.386482,118479507224781.78,5760855488952807.0
3953,118410693314030.53,5759418631937877.0,31344897628.386482,118442038211658.92,5759449976835505.0
3954,118373247658674.66,5758014162636407.0,31344897628.386482,118404592556303.05,5758045507534035.0
3955,118335825339509.88,5756610735029599.0,31344897628.386482,118367170237138.27,5756642079927227.0
3956,118298426334986.44,5755208347997845.0,31344897628.386482,118329771232614.83,5755239692895473.0
3957,118261050623581.1,5753807000423102.0,31344897628.386482,118292395521209.48,5753838345320730.0
3958,118223698183796.7,5752406691188889.0,31344897628.386482,118255043081425.1,5752438036086517.0
3959,118186368994162.19,5751007419180273.0,31344897628.386482,118217713891790.58,5751038764077901.0
3960,118149063033232.83,5749609183283886.0,31344897628.386482,118180407930861.22,5749640528181514.0
3961,118111780279589.86,5748211982387910.0,31344897628.386482,118143125177218.25,5748243327285538.0
3962,118074520711840.69,5746815815382072.0,31344897628.386482,118105865609469.08,5746847160279700.0
3963,118037284308618.55,5745420681157644.0,31344897628.386482,118068629206246.94,5745452026055272.0
3964,118000071048582.94,5744026578607454.0,31344897628.386482,118031415946211.33,5744057923505082.0
3965,117962880910419.1,5742633506625860.0,31344897628.386482,117994225808047.48,5742664851523488.0
3966,117925713872838.14,5741241464108763.0,31344897628.386482,117957058770466.53,5741272809006391.0
3967,117888569914577.3,5739850449953597.0,31344897628.386482,117919914812205.69,5739881794851225.0
3968,117851449014399.33,5738460463059334.0,31344897628.386482,117882793912027.72,5738491807956962.0
3969,117814351151093.0,5737071502326474.0,31344897628.386482,117845696048721.39,5737102847224102.0
3970,117777276303472.7,5735683566657043.0,31344897628.386482,117808621201101.1,5735714911554671.0
3971,117740224450378.6,5734296654954603.0,31344897628.386482,117771569348006.98,5734327999852231.0
3972,117703195570676.48,5732910766124231.0,31344897628.386482,117734540468304.88,5732942111021859.0
3973,117666189643257.86,5731525899072519.0,31344897628.386482,117697534540886.25,5731557243970147.0
3974,117629206647039.73,5730142052707590.0,31344897628.386482,117660551544668.12,5730173397605218.0
3975,117592246560964.77,5728759225939077.0,31344897628.386482,117623591458593.16,5728790570836705.0
3976,117555309364001.03,5727377417678117.0,31344897628.386482,117586654261629.42,5727408762575745.0
3977,117518395035142.17,5725996626837372.0,31344897628.386482,117549739932770.56,5726027971735000.0
3978,117481503553407.19,5724616852330999.0,31344897628.386482,117512848451035.58,5724648197228627.0
3979,117444634897840.58,5723238093074675.0,31344897628.386482,117475979795468.97,5723269437972303.0
3980,117407789047512.17,5721860347985560.0,31344897628.386482,117439133945140.56,5721891692883188.0
3981,117370965981517.06,5720483615982332.0,31344897628.386482,117402310879145.45,5720514960879960.0
3982,117334165678975.75,5719107895985154.0,31344897628.386482,117365510576604.14,5719139240882782.0
3983,117297388119033.83,5717733186915692.0,31344897628.386482,117328733016662.22,5717764531813320.0
